名字,链接,地址,介绍,开放时间,图片链接,评分,建议游玩时间,建议季节,门票,小贴士,Page,城市
玉笥山Yusi Mountain,http://travel.qunar.com/p-oi714789-yusishan,,屈子祠又称屈原庙，是纪念爱国诗人屈原的祠堂，现存的屈子祠为清乾隆年间所建。屈子祠占地1354平方米，建筑为砖木结构，内有树龄300年以上的金桂。在过道的墙壁上，镶嵌着许多石碑，镌刻着后人凭吊屈原的诗文词赋。屈原像位于后殿，神采感人。玉笥八景是骚台、濯缨桥、独醒亭、桃花洞、寿星台、望爷墩、绣花墩、剪刀池。前5景与屈原有关，后3景与屈原的女儿有关。骚台位于山右侧，建于屈子祠移建时。相传屈原的辉煌不朽诗篇《离骚》、《九歌》、《怀沙》等即写成于此地，故称“骚台”；濯缨桥位于骚台南，横跨在玉水上，亦建于清乾隆年间。桥为石拱桥，呈八字形。相传被放逐的屈原，常跑到此桥下的玉水中，洗濯冠缨，荡涤尘垢，故称濯缨桥；独醒亭位于汨罗江畔，紧靠渡口，亦称渡船亭。相传当年屈原即在此地与渔父对话，并留下“众人皆醉我独醒”的名言，故清人于乾隆年间建此亭时，便以“独醒”命名；桃花洞是个土洞，位于山麓。洞内凉爽宜人，相传屈原在盛夏酷暑时，常来此洞读书养性，赋诗明志；寿星台亦在山下，清乾隆年间建。相传屈原遭谗被逐后，当地父老为之不平。于是，每适正月二十一屈原生日，都在此地载歌载舞，演戏娱乐，祝愿他长寿，故称寿星台。望爷墩、绣花墩、剪刀池三景，也位于山下。相传屈原自沉汨罗江后，它们分别是屈原之女为父招魂处、为父绣像处、为父自刎处。,,https://img1.qunarzz.com/travel/poi/1803/c3/de7ed843a8d66237.jpg_480x360x95_19b6a11e.jpg,5.0,建议游览时间：1小时,,具体收费情况以现场公示为主,,3,岳阳
沙屯多级瀑布,http://travel.qunar.com/p-oi712887-shatunduojipubu,"

地址:
广西崇左市硕龙镇硕龙村

",又称念底瀑布，位于沙屯的归春河段上的青山峡谷中，西距县城约50公里，国家二级景点。瀑布约宽 60米，总落差约20米，分七级奔流而下。两岸高山峻岭，丛林繁茂，古藤盘绕。河水从10米高的峡涧冲出，断崖飞泻，跌水在第一级下形成约 500平方米的清潭，水流分六层拾级而下，级间差2―3米左右。在波涛飞沫中常有竹筏渔人出没。,全天,https://img1.qunarzz.com/travel/d8/1503/4d/cdf4962722c558.jpg_480x360x95_42d86f44.jpg,5.0,,,免费,,1,崇左
高林山,http://travel.qunar.com/p-oi36259145-gaolinshan,,"高林山位于巢湖，山上景色秀丽、空气清新，很多发电风车分布在山顶，远远望去，非常漂亮，站在山顶，人们还可以眺望城市美景。
",,,5.0,建议游览时间：2小时 - 3小时,,具体收费情况以现场公示为主,,1,巢湖
云顶茶乡景区,http://travel.qunar.com/p-oi38340812-yundingchaxiangjingqu,,,,,5.0,,,具体收费情况以现场公示为主,,3,巴中
塞外塔拉草原度假景区Saiwai Tala Caoyuan Dujia Sceneic Area,http://travel.qunar.com/p-oi35160717-saiwaitalacaoyuandujia,,塞外塔拉草原度假景区场地开阔，蒙古包众多，还有露营和烧烤的营地，是放风筝、吃烧烤、玩篝火晚会的好地方。,,,5.0,建议游览时间：12小时 - 3天,,具体收费情况以现场公示为主,,4,巴彦淖尔
阿尔先沟温泉,http://travel.qunar.com/p-oi708602-aerxiangouwenquan,"

地址:
巴音郭楞蒙古自治州


电话:
0996--5022293

","北临藏登乌鲁山，东依艾肯达坂，南靠胡丛闹尔增达扳，西邻札克柏尔克山沟，海拔2604米。温泉距巩斯乡政府28公里，有便道相通。阿尔先沟长30公里，宽0.06公里，温泉群在阿尔先沟中间地段，离沟口25公里。分布了12个温泉。温泉水是地表水浸入地壳板块裂隙，经地心加热后溢出的。群山抱秀水，怪石弄温泉。“阿尔先”蒙古语意为“圣水”，阿尔先温泉分布广、泉孔多、水温高、水质甘甜、含有多种矿物质和微量元素，以医用保健疗效高而闻名新疆。由于流程和裂隙的深浅不同，水在流程中溶入...北临藏登乌鲁山，东依艾肯达坂，南靠胡丛闹尔增达扳，西邻札克柏尔克山沟，海拔2604米。温泉距巩斯乡政府28公里，有便道相通。阿尔先沟长30公里，宽0.06公里，温泉群在阿尔先沟中间地段，离沟口25公里。分布了12个温泉。温泉水是地表水浸入地壳板块裂隙，经地心加热后溢出的。群山抱秀水，怪石弄温泉。“阿尔先”蒙古语意为“圣水”，阿尔先温泉分布广、泉孔多、水温高、水质甘甜、含有多种矿物质和微量元素，以医用保健疗效高而闻名新疆。由于流程和裂隙的深浅不同，水在流程中溶入的矿物质、气体和放射性元素也各不相同。按国家医用矿泉水分类标准鉴定，阿尔先12个温泉的水，矿化度均底于1毫克/升，属于淡矿水。除克屯才杜、托拉戈、奥来根三个温泉水温底于25℃外，其余9个泉的水温均在43℃～70℃之间，并含有不同量的放射性元素氡，具有多功能的医疗作用。如去毒泉、去关节病泉、生肌健骨泉、降温泉、点滴冰泉等。其中才松阿尔先泉水，可作矿泉水饮用，有利胆、醒酒、健胃的功能。每到春暖花开之际，来阿尔先沟温泉淋浴治病者络绎不绝。阿尔先沟水秀山青，鸟语花香。温泉附近的高山瀑布，海拔3400米，冰川消融水从30米高的峭壁上端飞流而下，飞花溅玉，云雾蒸腾，颇为壮观。坡谷中云杉挺立，高山草甸平铺，生长着党参、贝母、冬虫夏草等名贵药材。附近的断崖上，有许多宗教岩画，以相传温泉守护神――“香宁神”最引人注目。阿尔先沟两旁松杉密布，翠谷鸟鸣，平均气温13℃，最高29.5℃,是避暑、疗养、药浴的理想地。",全天,,5.0,,,12元,,3,巴音郭楞
武进太湖湾景区,http://travel.qunar.com/p-oi9080312-wujintaihuwanjingqu,"

地址:
常州市武进区雪堰镇


官网:
http://www.uutaihu.com/index.asp

",,9:0017:00,https://img1.qunarzz.com/travel/d3/1611/75/bdd5098917a44db5.jpg_480x360x95_d10e6781.jpg,5.0,建议游览时间：2小时 - 4小时,四季皆宜。,"票价
 中华孝道园60元，嬉戏谷230元。",,4,常州
皇姑山Huanggu Mountain,http://travel.qunar.com/p-oi35742720-huanggushan,"

地址:
常德市津市市皇姑山路

",皇姑山因明代华阳王朱悦耀的妃子葬于山南而得名。山上茂林修竹、曲径通幽，山脚下已建成皇姑山公园广场。,全年 全天开放,,5.0,建议游览时间：12小时 - 3天,,具体收费情况以现场公示为主,,7,常德
石漫滩,http://travel.qunar.com/p-oi715275-shimantan,,是在1987年拟建的“石漫滩森林植物园总体规划方案”的基础上，经国家林业部审定，于1992年2月以林造批字（92）154号文批复同意建立的45处国家级森林公园之一。位置辖区：森林公园位于河南省中部、舞钢南部、伏牛山东麓，黄淮平原西侧。包括石漫滩国有林区和铁山；尚店、武功、尹集、杨庄、王店、庙街等7个乡镇及垭口、寺坡、院岭三个办事处。并与市区毗邻。总面积190平方公里，其中景区面积120平方公里。规划四条旅游线路和十大景区（龙泉湖、九头崖、天池、旗山、马鞍山、平岭、九...是在1987年拟建的“石漫滩森林植物园总体规划方案”的基础上，经国家林业部审定，于1992年2月以林造批字（92）154号文批复同意建立的45处国家级森林公园之一。位置辖区：森林公园位于河南省中部、舞钢南部、伏牛山东麓，黄淮平原西侧。包括石漫滩国有林区和铁山；尚店、武功、尹集、杨庄、王店、庙街等7个乡镇及垭口、寺坡、院岭三个办事处。并与市区毗邻。总面积190平方公里，其中景区面积120平方公里。规划四条旅游线路和十大景区（龙泉湖、九头崖、天池、旗山、马鞍山、平岭、九州、螃背山、五峰山、九龙山）76个景点。规划格局：以龙泉湖景区为轴心，以九头崖、天池景区为两翼、沿四条旅游线辐射四周。建成集山青、水秀、洞奇、石美为一体的休闲观光旅游胜地，把舞钢市建成集山、水、林、城、游为一体的工业旅游城市。,,https://img1.qunarzz.com/travel/d0/1410/21/7477500eeea984e9ffffffffc8d65eac.jpg_480x360x95_b5b0e97b.jpg,5.0,,,,,1,平顶山
栖凤峡旅游区,http://travel.qunar.com/p-oi39368864-qifengxialu:youqu,,,,,5.0,,,,,3,广元
仙鹤洞,http://travel.qunar.com/p-oi707226-xianhedong,"

地址:
四川-广安-华蓥市


电话:
0826-2336486

",仙鹤洞位于华蓥市溪口镇六池堡，海拔690米，距华蓥市区28公里。形成于二千万年前，总长约10公里，现已开发3公里。据传，仙鹤洞的“仙鹤”，是武汉黄鹤楼的黄鹤飞临至此，见此处风光秀丽，洞景壮观，就在该洞长久地住了下来，故名仙鹤洞。洞中景观奇特，令人眼花缭乱。“出水芙蓉”、“迎客古松”、“小桥流水”、“栖鹤听泉”、“海底朝天”、“高僧打禅”，各种图像栩栩如生。特别是仙鹤大厅，景致更奇，石钟乳景观千姿百态，遍布林立，有的像神仙聚会，有的像智者吹箫，有的似乐师...仙鹤洞位于华蓥市溪口镇六池堡，海拔690米，距华蓥市区28公里。形成于二千万年前，总长约10公里，现已开发3公里。据传，仙鹤洞的“仙鹤”，是武汉黄鹤楼的黄鹤飞临至此，见此处风光秀丽，洞景壮观，就在该洞长久地住了下来，故名仙鹤洞。洞中景观奇特，令人眼花缭乱。“出水芙蓉”、“迎客古松”、“小桥流水”、“栖鹤听泉”、“海底朝天”、“高僧打禅”，各种图像栩栩如生。特别是仙鹤大厅，景致更奇，石钟乳景观千姿百态，遍布林立，有的像神仙聚会，有的像智者吹箫，有的似乐师弹琴。过了大厅还有“洗手池”、“擎天柱”、“雅乐廊”、“天籁”、“夕阳红”、“鹊桥会”等奇妙景观，让人目不？L接。洞中最大的厅有500多平方米，最高处69米，支洞近50余个，有300余处，洞中冬暖夏凉，四季如春。洞中小河有一种小鱼，人们能看见鱼的内脏，俗称“玻璃鱼”。此洞从1998年开发以来，已对外开放2.8公里。龙宫、迷宫、海底世界、阴河幽径等景观正在开发之中。,08：00—18：00,,5.0,,,86元,,1,广安
熊猫馆,http://travel.qunar.com/p-oi9539508-xiongmaoguan,"

地址:
广州市番禺区大石镇礼村一〇五国道长隆野生动物世界内	


电话:
400-883-0083


官网:
http://www.chimelong.com/wildlife/rides/sjgbq.shtml

",熊猫馆在长隆野生动物世界的心脏位置，环境优雅的大熊猫馆，这就是大熊猫馆。整个中心面积达到20000平方米，是整个南中国地区至大的熊猫中心，目前居住着13只憨态可掬的大熊猫。长隆野生动物世界五只熊猫宝宝来头不小，曾经给力亚运，并一举成为长隆野生动物世界、广州乃至全亚洲耀眼的动物明星。熊猫中心内有大熊猫园、小熊猫园，两大区域。其中大熊猫园是整个熊猫中心的核心区域，设有翠竹院和金竹院两个院落，每个院落都分为开放和封闭空间，按照大熊猫的自然生态生活环境设计建造...熊猫馆在长隆野生动物世界的心脏位置，环境优雅的大熊猫馆，这就是大熊猫馆。整个中心面积达到20000平方米，是整个南中国地区至大的熊猫中心，目前居住着13只憨态可掬的大熊猫。长隆野生动物世界五只熊猫宝宝来头不小，曾经给力亚运，并一举成为长隆野生动物世界、广州乃至全亚洲耀眼的动物明星。熊猫中心内有大熊猫园、小熊猫园，两大区域。其中大熊猫园是整个熊猫中心的核心区域，设有翠竹院和金竹院两个院落，每个院落都分为开放和封闭空间，按照大熊猫的自然生态生活环境设计建造，并设有24小时恒温的室内生活中心。大熊猫馆集饲养、繁育、以及科研为一体，立足与保护与研究大熊猫，让国宝熊猫生生不息繁衍下去。,"周一至周五：09:30-18:00
 周六至周日：09:30-18:30",https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/fusion/20206/3b128954cffcfa3f60e1367a517a57f4.jpg_480x360x95_4328f5fd.jpg,5.0,建议游览时间：2小时 - 3小时,,{'成都融创堇悦酒店2晚连住+双人自助早餐+双人成都融创乐园+双人熊猫谷门票+双人都江堰门票\n\n': ['¥1799起']},,7,广州
中国人民抗日军政大学第七分校,http://travel.qunar.com/p-oi36272957-zhongguorenminkangrijun,,中国人民抗日军政大学第七分校位于庆阳市华池县，是由抗大附属陆军中学、二分校附属中学和三分校组建而成，有着重要的历史纪念意义。,,,5.0,建议游览时间：0.5小时 - 1小时,,具体收费情况以现场公示为主,,2,庆阳
南寺头清真寺Nansitou Mosque,http://travel.qunar.com/p-oi714301-nansitouqingzhensi,,位于大厂回族自治县南寺头村西。始建于明朝中叶，至今有五百年左右的历史。据传，明朝永乐年间，回族杨氏先人杨国忠在三河县任职，后定居南寺头。该寺既有传统艺术的特点，又有浓厚的阿拉伯建筑艺术色彩，原有殿、堂、厅四十七间，其规模之大在京东颇享盛名。,,https://img1.qunarzz.com/travel/poi/1708/8e/13d3842195a87837.jpg_480x360x95_3c171c9f.jpg,5.0,建议游览时间：1小时,,具体收费情况以现场公示为主,,1,廊坊
吴旗革命旧址Wuqi Revolutionary Site,http://travel.qunar.com/p-oi711358-wuqigemingjiuzhi,"

地址:
延安市吴旗城内砚洼山南麓

",1935年11月下旬，取得了直罗镇战役的胜利，给“党中央把全国革命大本营放在西北的任务，举行了一个奠基礼”。1936年10月，红军三大主力会师西北，从此，宣告了红军长征胜利结束。吴旗镇革命旧址包括毛泽东旧居张闻天旧居等。旧居位于吴旗镇砚洼山麓，分为南北两院。南院为毛泽东旧居，5孔土窑洞列成 排。9孔接石口土窑洞和1排4孔石窑洞，共13孔。两院之间，有石砌过洞相连。为纪念吴旗镇“切尾巴”战斗的胜利，平台山改称胜利山。山之东麓建有革命烈士陵园和烈士纪念塔各1座。建国后，...1935年11月下旬，取得了直罗镇战役的胜利，给“党中央把全国革命大本营放在西北的任务，举行了一个奠基礼”。1936年10月，红军三大主力会师西北，从此，宣告了红军长征胜利结束。吴旗镇革命旧址包括毛泽东旧居张闻天旧居等。旧居位于吴旗镇砚洼山麓，分为南北两院。南院为毛泽东旧居，5孔土窑洞列成 排。9孔接石口土窑洞和1排4孔石窑洞，共13孔。两院之间，有石砌过洞相连。为纪念吴旗镇“切尾巴”战斗的胜利，平台山改称胜利山。山之东麓建有革命烈士陵园和烈士纪念塔各1座。建国后，1966年和1985年人民政府对旧址进行大规模维修。,全天,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/53b158338c7f3f0f1a4272ae01cf65ec.jpg_480x360x95_3b35fc86.jpg,5.0,,五月和九月，是延安气温最适合的时间，不凉不热，天气舒爽。,10元,,4,延安
